account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,gender,age,senior_citizen,married,num_dependents,zip_code,city_name,population,customer_status,churn_label,churn_category,churn_reason
DKZU-WWGIY,2521-NPUZR,70,9,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,41.05,2873.5,59,No,Yes,Yes,101.0,7085.5,0.0,Male,26,No,Yes,0,93458,Santa Maria,43684,Stayed,No,,
DMJY-OOLBY,2522-AHJXR,60,6,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4.59,275.4,9,Yes,Yes,Yes,109.45,6572.85,0.0,Male,36,No,Yes,0,92328,Death Valley,443,Stayed,No,,
IATL-UAMPG,2528-HFYZX,17,2,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1.05,17.85,8,No,No,No,76.45,1233.4,0.0,Male,66,Yes,Yes,0,92706,Santa Ana,37879,Churned,Yes,Competitor,Competitor had better devices
CVBI-WUWAC,2530-ENDWQ,71,2,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,40.52,2876.92,17,Yes,Yes,Yes,93.7,6585.35,0.0,Female,55,No,Yes,0,95562,Rio Dell,3284,Churned,Yes,Competitor,Competitor offered more data
JFEF-WTIIG,2535-PBCGC,70,5,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0.0,46,Yes,Yes,Yes,64.55,4504.9,46.06,Female,21,No,Yes,0,92108,San Diego,11650,Stayed,No,,
BGHH-BKAHS,2545-LXYVJ,72,1,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.72,1563.84,0,No,No,No,20.7,1492.1,0.0,Male,19,No,Yes,0,94585,Suisun City,39279,Stayed,No,,
ARTP-ANABM,2550-AEVRU,57,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,17.01,969.57,11,No,No,No,53.45,3053.0,0.0,Female,33,No,Yes,2,91364,Woodland Hills,25988,Stayed,No,,
DCFC-KLWEH,2550-QHZGP,7,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,30.58,214.06,0,No,No,No,19.5,128.6,0.0,Male,48,No,No,0,92231,Calexico,27804,Stayed,No,,
CKGH-QLAKX,2565-JSLRY,1,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.26,20.26,0,No,No,No,24.05,24.05,0.0,Male,21,No,No,0,93306,Bakersfield,53481,Churned,Yes,Price,Price too high
DWDP-UKITP,2568-BRGYX,4,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,13.02,52.08,15,No,No,No,70.2,237.95,0.0,Male,43,No,No,0,95620,Dixon,18529,Churned,Yes,Competitor,Competitor had better devices
HSYL-NCEYX,2568-OIADY,37,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.29,1342.73,27,Yes,Yes,Yes,99.5,3762.0,0.0,Female,26,No,Yes,0,92027,Escondido,48690,Churned,Yes,Competitor,Competitor made better offer
ETVX-XNPXG,2573-GYRUU,48,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,25.19,1209.12,22,No,Yes,Yes,91.05,4370.75,0.0,Male,65,Yes,Yes,0,93451,San Miguel,2666,Stayed,No,,
AEAR-NKQQU,2576-HXMPA,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,8.23,8.23,0,No,No,No,19.55,19.55,0.0,Female,30,No,No,0,95519,Mckinleyville,15921,Joined,No,,
KEFK-KWOAM,2581-VKIRT,59,6,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Mailed Check,14.49,854.91,25,No,No,No,65.5,3801.3,0.0,Female,57,No,Yes,0,96143,Kings Beach,4806,Stayed,No,,
HYPG-XISGI,2585-KTFRE,1,0,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,20.1,20.1,21,No,Yes,Yes,70.45,70.45,0.0,Male,61,No,No,1,92027,Escondido,48690,Joined,No,,
HIXQ-ZQUAV,2587-YNLES,6,4,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,25.05,150.3,0,No,No,No,20.1,100.35,0.0,Female,52,No,Yes,1,90240,Downey,24908,Stayed,No,,
BQVK-DNPWP,2592-HODOV,13,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,45.03,585.39,0,No,No,No,19.3,259.65,35.28,Male,44,No,No,0,92823,Brea,1408,Stayed,No,,
FZMR-GDWHO,2603-HVKCG,31,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,19.38,600.78,76,Yes,Yes,Yes,101.4,3143.65,0.0,Male,20,No,No,0,95957,Meridian,776,Stayed,No,,
BDRX-EOAIX,2606-RMDHZ,6,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,0.0,0.0,14,No,No,No,30.5,208.7,0.0,Male,47,No,No,0,90713,Lakewood,27563,Churned,Yes,Competitor,Competitor had better devices
HOGL-LIEBI,2609-IAICY,1,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,27.7,27.7,19,No,No,No,77.15,77.15,0.0,Female,32,No,No,0,93643,North Fork,3376,Churned,Yes,Dissatisfaction,Limited range of services
GYCW-ZZLKF,2621-UDNLU,3,9,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,11.77,35.31,0,No,No,No,20.85,72.0,0.0,Female,35,No,Yes,0,94107,San Francisco,17372,Joined,No,,
HFHF-KHENZ,2626-VEEWG,67,6,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,5.48,367.16,0,No,No,No,19.4,1284.2,0.0,Male,48,No,Yes,2,92587,Sun City,13151,Stayed,No,,
BGTW-BPGYP,2632-IVXVF,68,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,14.11,959.48,57,Yes,Yes,Yes,111.75,7511.3,0.0,Female,40,No,Yes,3,93238,Kernville,1873,Stayed,No,,
HMPH-FKJAN,2632-UCGVD,66,6,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,49.85,3290.1,14,Yes,Yes,No,100.05,6871.9,0.0,Male,71,Yes,Yes,0,94533,Fairfield,77683,Churned,Yes,Price,Extra data charges
JTUS-OEGTA,2634-HCZGT,53,1,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,21.67,1148.51,6,No,No,No,60.05,3229.65,0.0,Male,71,Yes,Yes,0,95126,San Jose,27023,Churned,,Other,Moved
BOGF-BLRTP,2636-ALXXZ,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.8,45.8,10,No,No,No,69.6,69.6,0.0,Female,68,Yes,No,0,96148,Tahoe Vista,678,Churned,Yes,Dissatisfaction,Poor expertise of online support
DGSD-JZNPI,2636-OHFMN,4,4,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,76,Yes,Yes,Yes,48.55,201.0,0.0,Male,26,No,Yes,0,93647,Orosi,9780,Churned,Yes,Price,Long distance charges
KCFM-SCOLV,2639-UGMAZ,71,0,Yes,DSL,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,0.0,20,Yes,Yes,Yes,56.45,3985.35,0.0,Male,73,Yes,No,0,90701,Artesia,16398,Stayed,No,,
HVGF-UTQJZ,2640-PMGFL,27,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.72,667.44,29,No,No,No,79.5,2180.55,0.0,Male,35,No,No,0,95605,West Sacramento,12756,Churned,Yes,Price,Lack of affordable download/upload speed
FBIA-ASMLM,2642-MAWLJ,36,8,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,42.51,1530.36,0,No,No,No,20.25,717.95,0.0,Female,26,No,Yes,2,94025,Menlo Park,39062,Stayed,No,,
CSQU-WFSAJ,2645-QTLMB,7,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,12.05,84.35,69,Yes,Yes,Yes,94.25,669.0,0.0,Male,22,No,No,0,92316,Bloomington,25995,Churned,Yes,Dissatisfaction,Network reliability
JUKW-WZUIV,2649-HWLYB,65,2,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,21.58,1402.7,13,No,Yes,Yes,76.15,4929.55,0.0,Male,45,No,Yes,0,93727,Fresno,54701,Stayed,No,,
EJTJ-RBYLZ,2654-VBVPB,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,11.83,11.83,0,No,No,No,19.9,19.9,0.0,Female,22,No,No,0,92663,Newport Beach,22133,Joined,No,,
IIJI-ZWYHC,2656-TABEH,4,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,28.22,112.88,10,Yes,Yes,Yes,100.2,420.2,0.0,Male,57,No,Yes,0,92591,Temecula,25655,Churned,Yes,Dissatisfaction,Service dissatisfaction
JMRF-KEDOO,2661-GKBTK,60,7,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,27.2,1632.0,21,Yes,Yes,Yes,76.95,4543.95,0.0,Male,39,No,Yes,3,95503,Eureka,23570,Stayed,No,,
FWWD-YAHCO,2662-NNTDK,65,0,No,None,No,Yes,Yes,No,No,No,No,One Year,No,Credit Card,45.87,2981.55,0,No,No,No,24.8,1600.95,0.0,Male,50,No,No,0,96107,Coleville,1332,Stayed,No,,
GIEB-TOQUH,2668-TZSPS,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,39.61,39.61,0,No,No,No,20.45,20.45,0.0,Male,32,No,No,0,95403,Santa Rosa,40270,Joined,No,,
DHTU-YBQXX,2669-OIDSD,48,3,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,1.02,48.96,2,Yes,Yes,Yes,100.05,4834.0,37.45,Female,58,No,Yes,0,90810,Long Beach,35656,Stayed,No,,
GXNE-LOOPU,2674-MLXMN,71,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,34.36,2439.56,13,Yes,Yes,No,99.65,6951.15,3.33,Female,73,Yes,No,0,94801,Richmond,28450,Stayed,No,,
JZZQ-ZYUXR,2675-DHUTR,58,8,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,31.11,1804.38,4,Yes,Yes,No,98.9,5780.7,0.0,Male,80,Yes,Yes,0,93513,Big Pine,1826,Stayed,No,,
EELX-IZXAG,2675-OTVVJ,31,5,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Two Year,No,Bank Withdrawal,46.06,1427.86,18,Yes,No,No,89.45,2807.65,31.58,Male,76,Yes,Yes,0,94945,Novato,16429,Stayed,No,,
IPWZ-GMOBY,2676-OXPPQ,6,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3.16,18.96,41,No,No,No,55.7,335.65,0.0,Male,22,No,No,0,92612,Irvine,41062,Stayed,No,,
EMBS-CPWIZ,2676-SSLTO,49,0,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,17.77,870.73,13,Yes,No,No,66.15,3199.0,0.0,Male,49,No,No,0,90716,Hawaiian Gardens,14852,Stayed,No,,
BHMF-AOPSE,2684-EIWEO,30,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.88,1376.4,19,No,No,No,91.7,2758.15,0.0,Female,69,Yes,No,0,92129,San Diego,47224,Churned,Yes,Competitor,Competitor made better offer
EGQW-JFITR,2685-SREOM,25,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.24,581.0,25,No,Yes,Yes,89.1,2368.4,0.0,Female,36,No,Yes,0,91730,Rancho Cucamonga,51970,Churned,Yes,Competitor,Competitor had better devices
GTGT-KGOLF,2688-BHGOG,9,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.85,223.65,15,No,Yes,No,79.55,718.55,0.0,Male,73,Yes,No,0,93549,Olancha,318,Stayed,No,,
IUTG-ZRSRQ,2691-NZETQ,9,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.14,442.26,58,Yes,No,No,85.35,758.6,0.0,Male,28,No,No,0,95130,San Jose,13481,Churned,Yes,Competitor,Competitor offered higher download speeds
HEAR-DWQYL,2692-BUCFV,29,0,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,6.59,191.11,21,Yes,Yes,No,101.45,2948.6,0.0,Male,79,Yes,No,0,95682,Shingle Springs,24738,Stayed,No,,
CMMY-BONHR,2692-PFYTJ,1,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,15.22,15.22,0,No,No,No,25.75,25.75,0.0,Female,23,No,No,0,94547,Hercules,22479,Joined,No,,
DASF-JOUUR,2696-RZVZW,68,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,25.19,1712.92,0,No,No,No,25.05,1629.2,0.0,Male,19,No,Yes,0,90242,Downey,42459,Stayed,No,,
DCPN-NQQMM,2697-NQBPF,34,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,28.0,952.0,18,Yes,Yes,Yes,105.35,3540.65,0.0,Male,51,No,No,0,95439,Fulton,476,Stayed,No,,
ABZW-YNPHD,2700-LUEVA,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,36.28,36.28,0,No,No,No,20.75,20.75,0.0,Male,49,No,No,0,94618,Oakland,15438,Joined,No,,
DQSP-DIITP,2712-SYWAY,1,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.84,43.84,0,No,No,No,25.7,25.7,0.0,Female,30,No,No,0,93432,Creston,1203,Joined,No,,
HWWY-CFWGO,2718-GAXQD,4,1,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,42.13,168.52,52,No,No,No,46.0,181.6,0.0,Female,68,Yes,Yes,3,92028,Fallbrook,42239,Churned,Yes,Competitor,Competitor made better offer
JPLU-OQJKN,2718-YSKCS,71,6,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,16.13,1145.23,0,No,No,No,19.6,1387.45,0.0,Male,64,No,Yes,3,94971,Tomales,384,Stayed,No,,
ICVQ-AWHAZ,2719-BDAQO,17,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,4.51,76.67,13,Yes,Yes,Yes,93.85,1625.65,0.0,Male,36,No,No,0,94086,Sunnyvale,64010,Churned,Yes,Price,Price too high
COEZ-UKNDD,2720-WGKHP,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.99,41.98,22,Yes,Yes,Yes,94.0,181.7,0.0,Male,65,Yes,No,0,95683,Sloughhouse,4731,Churned,Yes,Other,Don't know
BBJG-SXWMM,2722-JMONI,1,1,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,24.24,24.24,9,No,No,No,49.55,49.55,0.0,Female,73,Yes,Yes,0,92029,Escondido,17944,Churned,Yes,Dissatisfaction,Limited range of services
DDHJ-KYRTQ,2725-IWWBA,46,9,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,38.45,1768.7,15,No,No,No,56.9,2560.1,0.0,Male,52,No,Yes,2,92020,El Cajon,55277,Stayed,No,,
DRKT-DWWSI,2729-VNVAP,33,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,12.51,412.83,0,No,No,No,19.8,641.35,0.0,Female,35,No,Yes,1,94590,Vallejo,37218,Stayed,No,,
EIDW-GPDRS,2739-CACDQ,17,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,1.06,18.02,25,No,No,No,82.65,1470.05,0.0,Female,79,Yes,No,0,92037,La Jolla,42617,Stayed,No,,
CTNK-MMKOE,2739-CCZMB,5,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,8.01,40.05,0,No,No,No,20.35,122.0,0.0,Male,39,No,No,1,95910,Alleghany,118,Stayed,No,,
ALEA-UWZYK,2740-JFBOK,10,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3.01,30.1,0,No,No,No,24.0,226.55,0.0,Male,35,No,No,0,90713,Lakewood,27563,Stayed,No,,
CRKW-HWOQE,2749-CTKAJ,22,3,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,48.06,1057.32,0,No,No,No,20.15,419.9,0.0,Male,37,No,Yes,0,90813,Long Beach,63136,Stayed,No,,
GPFH-MUYXC,2754-VDLTR,10,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,35.63,356.3,18,Yes,Yes,Yes,95.2,930.4,0.0,Male,54,No,No,0,96037,Greenview,295,Churned,Yes,Competitor,Competitor offered more data
FCLI-QVXQF,2770-NSVDG,24,4,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0.0,51,No,No,No,29.1,688.0,0.0,Male,25,No,Yes,0,95124,San Jose,45257,Stayed,No,,
JKLR-LWJRG,2775-SEFEE,10,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,29.95,299.5,19,No,No,No,61.9,619.0,0.0,Male,56,No,No,1,90744,Wilmington,53323,Stayed,No,,
AQCC-MZWIM,2777-PHDEI,1,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,29.41,29.41,59,Yes,No,Yes,78.05,78.05,0.0,Female,20,No,No,0,93601,Ahwahnee,1968,Churned,Yes,Competitor,Competitor offered more data
DRLU-ZIOLU,2778-OCLGR,24,1,Yes,DSL,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,5,No,Yes,No,39.1,971.3,0.0,Male,75,Yes,Yes,0,95728,Soda Springs,88,Churned,Yes,Competitor,Competitor had better devices
CZWE-XKNQM,2789-CZANW,64,7,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,21.16,1354.24,23,Yes,Yes,Yes,110.3,6997.3,0.0,Female,49,No,Yes,1,94568,Dublin,29636,Stayed,No,,
JUSD-OQSGZ,2789-HQBOU,3,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.63,148.89,26,No,Yes,Yes,80.35,253.8,0.0,Male,60,No,No,0,93306,Bakersfield,53481,Joined,No,,
BWLC-HWELF,2790-XUYMV,71,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,31.89,2264.19,30,No,No,No,85.45,6028.95,0.0,Male,19,No,No,1,95140,Mount Hamilton,38,Stayed,No,,
ACXJ-PKPUC,2792-LSHWX,1,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,43.06,43.06,9,No,No,No,83.4,83.4,0.0,Female,49,No,No,0,94555,Fremont,33883,Joined,No,,
JXID-EQMFV,2796-NNUFI,46,1,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,30.47,1401.62,0,No,No,No,19.95,927.1,0.0,Female,56,No,Yes,0,90274,Palos Verdes Peninsula,24979,Stayed,No,,
HQAA-YAHVA,2800-VEQXM,3,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,12.5,37.5,4,No,No,No,74.75,238.1,38.84,Female,48,No,No,0,93243,Lebec,1247,Joined,No,,
EXVJ-BBNDK,2804-ETQDK,66,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,20.63,1361.58,0,No,No,No,20.55,1357.1,17.14,Male,57,No,No,2,93004,Ventura,27381,Stayed,No,,
JUIA-YRHKS,2805-EDJPQ,56,9,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,20.53,1149.68,19,No,Yes,Yes,99.75,5608.4,0.0,Female,45,No,Yes,0,92124,San Diego,30206,Stayed,No,,
HELS-OCNFM,2808-CHTDM,23,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,35.86,824.78,0,No,No,No,25.1,611.45,0.0,Female,47,No,Yes,2,90024,Los Angeles,44150,Stayed,No,,
DQKN-JTOTZ,2809-ILCYT,25,10,No,None,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,3.6,90.0,0,No,No,No,26.8,733.55,0.0,Female,56,No,Yes,0,93262,Sequoia National Park,56,Stayed,No,,
DKJX-TITZM,2809-ZMYOQ,32,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,41.53,1328.96,28,Yes,Yes,Yes,101.35,3334.9,0.0,Female,33,No,No,0,95922,Camptonville,632,Stayed,No,,
DIRJ-TRWWZ,2811-POVEX,23,4,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,2.03,46.69,53,No,Yes,No,88.45,2130.55,0.0,Female,74,Yes,Yes,3,95953,Live Oak,8695,Stayed,No,,
CMJS-OHWSM,2812-REYAT,49,3,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,22.1,1082.9,0,No,No,No,20.05,923.1,0.0,Female,56,No,Yes,0,96105,Chilcoot,650,Stayed,No,,
DWHY-QOTZY,2812-SFXMJ,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,7.66,7.66,0,No,No,No,20.05,20.05,0.0,Male,46,No,No,3,96040,Hat Creek,397,Joined,No,,
GZMP-WDKJE,2815-CPTUL,5,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,2.27,11.35,17,No,No,No,70.25,331.9,12.48,Male,68,Yes,No,0,95543,Gasquet,532,Churned,Yes,Price,Price too high
FAKP-KXQZC,2817-LVCPP,50,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,12.62,631.0,0,No,No,No,19.4,1023.95,0.0,Female,36,No,No,0,95822,Sacramento,44683,Stayed,No,,
BSGG-MXLJG,2821-WARNZ,49,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,45.64,2236.36,0,No,No,No,19.45,921.3,0.0,Female,25,No,No,1,90620,Buena Park,44442,Stayed,No,,
ICCO-KCOKX,2824-DXNKN,72,8,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,38.99,2807.28,73,Yes,No,Yes,71.45,5025.85,0.0,Female,26,No,Yes,1,95065,Santa Cruz,8365,Stayed,No,,
DZZL-UQBLF,2826-DXLQO,7,10,Yes,DSL,Yes,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,0.0,0.0,13,No,No,No,29.8,220.45,11.83,Male,80,Yes,Yes,0,94530,El Cerrito,23141,Stayed,No,,
BPWF-OTTAR,2826-UWHIS,45,4,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,1.59,71.55,19,No,No,No,81.4,3775.85,0.0,Male,64,No,Yes,0,93262,Sequoia National Park,56,Stayed,No,,
GMWZ-KGCCS,2830-LEWOA,61,3,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Credit Card,43.08,2627.88,19,Yes,Yes,Yes,103.9,6449.15,0.0,Male,37,No,Yes,1,95327,Jamestown,9559,Stayed,No,,
BMFN-KAGHH,2831-EBWRN,4,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,33.93,135.72,20,No,No,No,45.9,199.75,0.0,Male,46,No,No,0,91001,Altadena,36243,Stayed,No,,
GCMX-VVIEP,2833-SLKDQ,1,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,48.03,48.03,73,No,No,Yes,45.05,45.05,0.0,Male,23,No,No,0,95420,Caspar,333,Churned,Yes,Competitor,Competitor had better devices
FTDD-JLNGW,2834-JKOOW,15,0,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0.0,25,No,No,No,45.9,693.45,16.27,Female,60,No,No,0,96035,Gerber,3357,Stayed,No,,
JZAZ-SAAML,2834-JRTUA,71,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,49.42,3508.82,53,Yes,Yes,Yes,108.05,7532.15,0.0,Male,30,No,No,0,94553,Martinez,46677,Churned,Yes,Competitor,Competitor had better devices
IGTV-ROOEE,2840-XANRC,24,1,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,16.1,386.4,12,Yes,Yes,Yes,93.15,2231.05,0.0,Male,77,Yes,Yes,0,92122,San Diego,34902,Churned,Yes,Competitor,Competitor made better offer
DIMD-ISSXA,2851-STERV,35,0,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,3.04,106.4,18,Yes,Yes,No,73.0,2471.25,0.0,Male,79,Yes,No,0,91916,Descanso,1587,Stayed,No,,
DPHW-UIAVS,2853-CWQFQ,1,0,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,41.39,41.39,48,No,Yes,Yes,59.55,59.55,0.0,Male,20,No,No,1,95503,Eureka,23570,Joined,No,,
FUJQ-ZFOBO,2860-RANUS,20,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,29.29,585.8,15,No,Yes,Yes,85.8,1727.5,0.0,Female,67,Yes,No,0,93251,Mc Kittrick,302,Churned,Yes,Price,Price too high
ITNW-LKATC,2862-PFNIK,1,0,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,21,No,No,No,24.7,24.7,0.0,Male,47,No,No,3,94578,San Leandro,36568,Joined,No,,
